"tipomov";"c_modelo";"c_fil";"c_op";"c_discrim";"c_mov";"c_cfop";"c_preco";"c_prcusto";"unidade";"qtdsaidas";"qtdentradas";"c_data";"c_codprod";"c_descr";"c_familia";"c_chavenfe";"participante"
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"6102";3.410000;3.780;UND;40.000;0;2022-12-07;"01003";PONTA DIAMANTADA 3118F;;"22221242247960000109550010000002341000002353";PREFEITURA MUNIC DE CODO MA
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"6102";34.000000;12.960;UND;55.000;0;2022-12-07;"00232";LIMA K FILE 25MM 2A SERIE CAR/06;;"22221242247960000109550010000002341000002353";PREFEITURA MUNIC DE CODO MA
Saidas por NF-e / NFC-e;"55";"00";"10";NF-E VENDAS;"5";"6102";157722.430000;91500.010;UND;1.000;0;2022-12-12;"01245";ULTRASSOM VINNO X1 INCLUN PROBE;;"22221242247960000109550010000002351000002369";FUNDO MUN.DE SAUDE DE BURITI BRAVO MA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";4785.000000;4785.000;UND;0;1.000;2022-12-12;"01258";BOMBA DE INFUSAO BSV 700;;"35221108598959000182550020000018101005249052";BIO INNOVA COM E SERV DE PROD MEC HOSPIT
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";90325.770000;91500.010;UND;0;1.000;2022-12-12;"01245";ULTRASSOM VINNO X1 INCLUN PROBE;;"41221212246862000188550010000091151302212094";SC MEDICAL COMERCIO E SERVICO EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";3.590000;206.050;AMP;0;50.000;2022-12-12;"01244";VITAMINA K 10MG CX C/50AMP C/1ML;;"26221221596736000144550010001719371001787816";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";14.370000;164.845;AMP;0;20.000;2022-12-12;"01238";XYLESTESIN 2% CX C/10AMP C/20ML;;"26221221596736000144550010001719371001787816";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";2.070000;119.230;AMP;0;100.000;2022-12-12;"01237";CLORPROMAZINA 5MG CX C/50AMP C/5ML;;"26221221596736000144550010001719371001787816";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";3.160000;3.629;UND;0;10.000;2022-12-12;"01236";LIDOCAINA GEL 2% 30G;;"26221221596736000144550010001719371001787816";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";3.950000;449.638;AMP;0;400.000;2022-12-12;"01239";TRAMADOL 100MG CX C/100 AMP C/2ML;;"26221221596736000144550010001719371001787816";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";1.900000;13.053;AMP;0;60.000;2022-12-12;"01242";ETILEFRIL 10MG CX C/6 AMP C/1ML;;"26221221596736000144550010001719371001787816";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";413.400000;413.400;CX ;0;1.000;2022-12-12;"01260";HIDRALAZINA 20MG INJ IM/IV 1ML CX/50;;"22221205348580000126550010000488261353072126";DROGAROCHA DISTRIBUIDORA DE MEDIC.LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";560.000000;560.000;CX ;0;4.000;2022-12-12;"01259";COMPLEXO B INJ 2ML CX/100;;"22221205348580000126550010000488261353072126";DROGAROCHA DISTRIBUIDORA DE MEDIC.LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";6.000000;6.827;CX ;0;10.000;2022-12-12;"01231";ACIDO TRANEXAMICO 50MG ML CX C/ 5AMP 5ML;;"26221221596736000144550010001719371001787816";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";1.300000;1.494;FRA;0;10.000;2022-12-12;"01232";IPRATROPIO GOTAS 0,25MG C/20 ML;;"26221221596736000144550010001719371001787816";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";2.880000;327.215;AMP;0;400.000;2022-12-12;"01233";BROMOPRIDA 10MG CX C/100 AMP C/2ML;;"26221221596736000144550010001719371001787816";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";4.020000;457.235;AMP;0;200.000;2022-12-12;"01240";PROMETAZINA 50MG CX C/100AMP C/2ML;;"26221221596736000144550010001719371001787816";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";2.360000;162.423;AMP;0;240.000;2022-12-12;"01243";FUROSEMIDA 10MG CX C/60 AMP C/2ML;;"26221221596736000144550010001719371001787816";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";1.660000;165.820;AMP;0;400.000;2022-12-12;"01241";DICLOFENACO SOD.75MG CX C/100AMP C/3ML;;"26221221596736000144550010001719371001787816";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";1.580000;181.463;AMP;0;300.000;2022-12-12;"01234";HIOSCINA SIMPLES 2MG CX C/100AMP C/1ML;;"26221221596736000144550010001719371001787816";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";2.990000;85.053;AMP;0;100.000;2022-12-12;"01235";PETIDINA 50MG CX C/25AMP C/2ML;;"26221221596736000144550010001719371001787816";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";462.000000;417.000;UND;0;5.000;2022-12-13;"01261";CANETA DE ALTA ROTACAO DX MEGA TORQUE;;"35221202228938000199550010000167061000223840";DX IND.COM.IMP.EXP.LTDA EPP
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";636.140000;660.000;UND;0;1.000;2022-12-13;"01143";ARMARIO ACO 2 PORTAS 1,95X90X40;;"22221223511454000203550010000234991000235005";J R D BRANDAO EIRELI(MODELO MOVEIS)
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";60.000000;60.000;CX ;0;1.000;2022-12-14;"01272";GLICOSE 500 TESTES;;"22221218988625000179550010000191721000168880";RONALDO A DA SILVA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";184.550000;184.550;UND;0;3.000;2022-12-14;"01266";DIATON I 10L-10101;;"22221206893534000170550010000285061349989123";CLINILAB DISTRIBUIDORA LIMITADA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";341.710000;341.710;UND;0;2.000;2022-12-14;"01267";DIALYSE I3 1L-10102;;"22221206893534000170550010000285061349989123";CLINILAB DISTRIBUIDORA LIMITADA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";211.110000;211.110;UND;0;1.000;2022-12-14;"01268";TP PROTOMBINA 10X2ML;;"22221206893534000170550010000285061349989123";CLINILAB DISTRIBUIDORA LIMITADA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";37.900000;37.900;CX ;0;4.000;2022-12-14;"01228";URIACTION 10 REF 122/100 TESTES(FITA DE URINA);;"22221209470570000110550010000144361000224382";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";38.600000;38.600;CX ;0;2.000;2022-12-14;"00282";BETA TEST REF:712T-25 CX/25;;"22221209470570000110550010000144361000224382";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";44.990000;44.990;LT ;0;2.000;2022-12-14;"01229";DETERGENTE ENZIMATICO C/4 ENZIMAS 1000ML;;"22221209470570000110550010000144361000224382";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";29.800000;29.800;CX ;0;1.000;2022-12-14;"01230";SORO CONTROLE RH;;"22221209470570000110550010000144361000224382";KHRIS TEC EIRELI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";3780.000000;3902.850;UND;0;2.000;2022-12-14;"01262";MICROSCOPIO OTICA INFINITA (UIS) BINOCULAR;;"41221113324282000396550010000038431094872186";KASVI IMP E DIST DE PROD PARA LABORATORI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";25.900000;25.900;CX ;0;1.000;2022-12-14;"01255";LIMA K-FILE N.10 21MM C/6UND MK-10003;;"26221221596736000144550010001719191001787630";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";4.490000;4.490;UND;0;10.000;2022-12-14;"01252";PONTA DIAMANTADA 1012HL;;"26221221596736000144550010001719191001787630";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";250.000000;250.000;CAR;0;1.000;2022-12-14;"01249";LIMA V-FILE R40 25MM C/6 UND;;"26221221596736000144550010001719191001787630";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";3695.000000;3695.000;UND;0;5.000;2022-12-14;"01263";AUTOCLAVE 21L EC21D-ADVANCE 220V;;"35221203090848000147550010000170891000341781";ECEL INDUSTRIA E COMERCIO LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";70.000000;70.000;UND;0;2.000;2022-12-14;"01264";PONTA TIP MODELO 1;;"35221203090848000147550010000170891000341781";ECEL INDUSTRIA E COMERCIO LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";70.000000;70.000;UND;0;2.000;2022-12-14;"01265";PONTA TIP MODELO 10P;;"35221203090848000147550010000170891000341781";ECEL INDUSTRIA E COMERCIO LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";60.000000;60.000;CX ;0;4.000;2022-12-14;"01020";TUBO A VACUO T.ROXA DE 4ML CX 100;;"22221218988625000179550010000191721000168880";RONALDO A DA SILVA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";100.000000;100.000;CX ;0;10.000;2022-12-14;"01269";TUBO A VACUO TAMPA AMARELA 5ML CX C/100;;"22221218988625000179550010000191721000168880";RONALDO A DA SILVA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";60.000000;60.000;UND;0;1.000;2022-12-14;"01270";PCR BIOLATEX 2ML ANTIGENO;;"22221218988625000179550010000191721000168880";RONALDO A DA SILVA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";65.000000;65.000;UND;0;1.000;2022-12-14;"01271";BIOLATEX FR-FATOR REMATOIDE;;"22221218988625000179550010000191721000168880";RONALDO A DA SILVA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";25.000000;25.000;UND;0;1.000;2022-12-14;"01274";PANOTICO N2 FR 500ML;;"22221218988625000179550010000191721000168880";RONALDO A DA SILVA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";450.000000;450.000;UND;0;1.000;2022-12-14;"01275";HDL DIRETO 80ML;;"22221218988625000179550010000191721000168880";RONALDO A DA SILVA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";55.000000;55.000;PCT;0;20.000;2022-12-14;"01276";PIPETA PLASTICA P/VHS PCT C/25;;"22221218988625000179550010000191721000168880";RONALDO A DA SILVA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";120.000000;120.000;CX ;0;1.000;2022-12-14;"00562";TROPONINA I C/20 TESTES ECO;;"22221218988625000179550010000191721000168880";RONALDO A DA SILVA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";85.000000;85.000;KIT;0;1.000;2022-12-14;"01277";TGP ALT CINETICA 100/200 TESTES;;"22221218988625000179550010000191721000168880";RONALDO A DA SILVA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";25.000000;25.000;UND;0;1.000;2022-12-14;"00683";SORO ANTI-B 10 ML;;"22221218988625000179550010000191721000168880";RONALDO A DA SILVA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";5.000000;5.000;CX ;0;2.000;2022-12-14;"01273";LAMINULA 22X22 CX C/100UND;;"22221218988625000179550010000191721000168880";RONALDO A DA SILVA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";200.000000;200.000;KIT;0;1.000;2022-12-14;"01279";TRIGLICERIDES 200 TESTES;;"22221218988625000179550010000191721000168880";RONALDO A DA SILVA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";20.000000;20.000;UND;0;2.000;2022-12-14;"01280";PANOTICO N1 FR 500ML;;"22221218988625000179550010000191721000168880";RONALDO A DA SILVA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";16.000000;16.000;PCT;0;7.000;2022-12-14;"01014";SUGADOR ENDODONTICO PCT/20 UND;;"26221221596736000144550010001719191001787630";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";35.990000;35.990;UND;0;4.000;2022-12-14;"00863";HIDROXIDO DE CALCIO HYDCAL BAS 13G+CAT 11G;;"26221221596736000144550010001719191001787630";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";35.990000;35.990;UND;0;1.000;2022-12-14;"00863";HIDROXIDO DE CALCIO HYDCAL BAS 13G+CAT 11G;;"26221221596736000144550010001719191001787630";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";14.990000;14.990;POT;0;10.000;2022-12-14;"01201";MICROBRUSH MICRO BRUSH REGULAR C/100 UND;;"26221221596736000144550010001719191001787630";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";119.900000;119.900;CX ;0;4.000;2022-12-14;"01246";CIMENTO ENDODONTICO SEALER 26 PO 8G+RESINA 9GR;;"26221221596736000144550010001719191001787630";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";78.710000;78.710;CX ;0;1.000;2022-12-14;"01247";CALEN SSWHITE;;"26221221596736000144550010001719191001787630";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";246.750000;246.750;CAR;0;1.000;2022-12-14;"01248";LIMA V-LIFE R25 25MM C/6 UND;;"26221221596736000144550010001719191001787630";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";25.900000;25.900;CX ;0;1.000;2022-12-14;"01203";LIMA K-FILE N.45 80 25MM C/6UND MK-10026;;"26221221596736000144550010001719191001787630";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";22.900000;22.900;UND;0;4.000;2022-12-14;"01250";BROCA CARBIDE ENDO Z23 PRIMA;;"26221221596736000144550010001719191001787630";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";12.650000;12.650;PCT;0;2.000;2022-12-14;"01251";PONTA P IRRIGACAO NAVITIP YELLOW C/5UND 21MM;;"26221221596736000144550010001719191001787630";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";4.490000;4.490;UND;0;10.000;2022-12-14;"01253";PONTA DIAMANTADA 1014HL;;"26221221596736000144550010001719191001787630";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";4.490000;4.490;UND;0;6.000;2022-12-14;"01254";PONTA DIAMANTADA 1016HL;;"26221221596736000144550010001719191001787630";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";4.490000;4.490;UND;0;4.000;2022-12-14;"01254";PONTA DIAMANTADA 1016HL;;"26221221596736000144550010001719191001787630";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";17.400000;17.400;PCT;0;5.000;2022-12-14;"01256";BABADOR IMP BCO MAXCLEAN C/100UND;;"26221221596736000144550010001719191001787630";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";13.400000;13.400;UND;0;3.000;2022-12-14;"01257";RESINA COMP MASTER FILL B3 4G;;"26221221596736000144550010001719191001787630";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";3.390000;3.390;UND;0;10.000;2022-12-14;"00070";MANDRIL PARA CONTRA ANGULO;;"26221221596736000144550010001719191001787630";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";19.650000;19.650;UND;0;3.000;2022-12-14;"00994";RESINA COMPOSTA FILL MAGIC FLUIDA A2;;"26221221596736000144550010001719191001787630";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";85.000000;85.000;KIT;0;1.000;2022-12-14;"01278";TGO AST CINETICA 100/200 TESTES;;"22221218988625000179550010000191721000168880";RONALDO A DA SILVA
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"6102";3.860000;1.800;UND;180.000;0;2022-12-15;"00242";ESCOVA ROBINSON CA RETA BRANCA;;"22221242247960000109550010000002361000002374";MUNICIPIO DE PARNARAMA
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"5102";5.050000;7.600;UND;38.000;0;2022-12-15;"01140";OLEO DE GIRASSOL AMACIANTE C/AGE;;"22221242247960000109550010000002371000002380";MUNICIPIO PIMENTEIRAS-SECRET.DE SAUDE
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"6102";68.970000;3.410;UND;4.000;0;2022-12-15;"00246";HIDROXIDO DE CALCIO PA PO C/10G;;"22221242247960000109550010000002361000002374";MUNICIPIO DE PARNARAMA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1403";6.790000;7.120;CX ;0;7.000;2022-12-15;"01292";CARBAMAZEPINA 200MG 30CPR(C1);;"22221219257616000170550010001709301867946067";A M FARMA MEDICAMENTOS EIRELI EPP
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1403";17.890000;18.760;CX ;0;7.000;2022-12-15;"01293";CARBAMAZEPINA 400MG 30CPR(C1);;"22221219257616000170550010001709301867946067";A M FARMA MEDICAMENTOS EIRELI EPP
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1403";9.980000;10.466;CX ;0;7.000;2022-12-15;"01296";ROSUVASTATINA CALCICA 10MG 30CPR;;"22221219257616000170550010001709301867946067";A M FARMA MEDICAMENTOS EIRELI EPP
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1403";5.590000;5.862;UND;0;50.000;2022-12-15;"01297";ACIDO VALPROICO 250MG XPE 100ML(C1);;"22221219257616000170550010001709301867946067";A M FARMA MEDICAMENTOS EIRELI EPP
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1403";10.600000;11.116;CX ;0;7.000;2022-12-15;"01295";METOPROLOL 25MG CX/30CPR;;"22221219257616000170550010001709301867946067";A M FARMA MEDICAMENTOS EIRELI EPP
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1403";7.530000;7.896;CX ;0;17.000;2022-12-15;"01294";FENOBARBITAL 100MG 30CPR(B1);;"22221219257616000170550010001709301867946067";A M FARMA MEDICAMENTOS EIRELI EPP
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"6102";189.980000;90.158;UND;5.000;0;2022-12-15;"01215";NEBULIZADOR INALADOR SUPERMEDY 220V;;"22221242247960000109550010000002391000002406";FUNDO MUN.DE SAUDE DE BURITI BRAVO MA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";1.900000;1.900;PAR;0;30.000;2022-12-15;"00459";LUVA ESTERIL C/PO 7,0;;"22221205348580000126550010000488671388675393";DROGAROCHA DISTRIBUIDORA DE MEDIC.LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";12.700000;12.700;UND;0;5.000;2022-12-15;"01140";OLEO DE GIRASSOL AMACIANTE C/AGE;;"22221205348580000126550010000488671388675393";DROGAROCHA DISTRIBUIDORA DE MEDIC.LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";0.900000;0.900;UND;0;100.000;2022-12-15;"00464";SONDA URETRAL N.12;;"22221205348580000126550010000488671388675393";DROGAROCHA DISTRIBUIDORA DE MEDIC.LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";146.300000;146.300;CX ;0;2.000;2022-12-15;"01298";CATGUT SIMPLES 2.0 C/AG 4,0CM C/24;;"22221205348580000126550010000488671388675393";DROGAROCHA DISTRIBUIDORA DE MEDIC.LTDA
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"6102";7995.000000;4785.000;UND;1.000;0;2022-12-15;"01258";BOMBA DE INFUSAO BSV 700;;"22221242247960000109550010000002391000002406";FUNDO MUN.DE SAUDE DE BURITI BRAVO MA
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"6102";13620.000000;3902.850;UND;2.000;0;2022-12-15;"01262";MICROSCOPIO OTICA INFINITA (UIS) BINOCULAR;;"22221242247960000109550010000002391000002406";FUNDO MUN.DE SAUDE DE BURITI BRAVO MA
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"6102";14.300000;5.000;CX ;2.000;0;2022-12-15;"01273";LAMINULA 22X22 CX C/100UND;;"22221242247960000109550010000002381000002395";MUNICIPIO DE PARNARAMA
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"6102";9.780000;5.910;PCT;10.000;0;2022-12-15;"00573";ACIDO FOSFORICO 37% C/03 SERINGAS;;"22221242247960000109550010000002361000002374";MUNICIPIO DE PARNARAMA
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"6102";14.360000;5.000;UND;15.000;0;2022-12-15;"00574";OBTURADOR/RESTAURADOR PROVISORIO 25G FILLPROV COLTOSOL;;"22221242247960000109550010000002361000002374";MUNICIPIO DE PARNARAMA
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"6102";488.940000;302.450;CX ;7.000;0;2022-12-15;"00576";FILME INSIGHT INFANTIL C/100 FLHS;;"22221242247960000109550010000002361000002374";MUNICIPIO DE PARNARAMA
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"6102";377.300000;198.350;CX ;10.000;0;2022-12-15;"00582";ANEST. ARTICAINE 4% 1:100:000 CX/50;;"22221242247960000109550010000002361000002374";MUNICIPIO DE PARNARAMA
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"6102";6.640000;1.190;PCT;20.000;0;2022-12-15;"00595";PAPEL CARBONO BASIC 12TIRAS AZUL;;"22221242247960000109550010000002361000002374";MUNICIPIO DE PARNARAMA
